,x,y
0,0.0,-0.15788854048100792
1,0.06711409395973154,-0.06132174688821222
2,0.1342281879194631,0.025790680533384305
3,0.20134228187919462,0.1654832257453877
4,0.2684563758389262,0.5489875146144438
5,0.33557046979865773,0.020752298713672235
6,0.40268456375838924,0.8512307597752591
7,0.4697986577181208,0.7780567971352113
8,0.5369127516778524,0.23853326535882302
9,0.6040268456375839,0.38020358108461405
10,0.6711409395973155,0.8365503189042981
11,0.738255033557047,0.9105518133100361
12,0.8053691275167785,0.7806025469397884
13,0.87248322147651,0.9840156856775519
14,0.9395973154362416,0.5435257791739467
15,1.0067114093959733,0.8476985829087552
16,1.0738255033557047,0.6952200986773234
17,1.1409395973154361,0.7277109327999542
18,1.2080536912751678,0.7533551096329952
19,1.2751677852348993,1.0725943519662342
20,1.342281879194631,1.0897382059111889
21,1.4093959731543624,1.2201763328460014
22,1.476510067114094,1.3337595991332227
23,1.5436241610738255,0.8824122383604437
24,1.610738255033557,1.2924580371144587
25,1.6778523489932886,1.5385469814637196
26,1.74496644295302,1.0816931895410862
27,1.8120805369127517,0.9058524999264088
28,1.8791946308724832,0.7037543966069607
29,1.9463087248322148,0.9349072223848487
30,2.0134228187919465,0.9646529999112375
31,2.0805369127516777,0.942938386203074
32,2.1476510067114094,1.604371243327119
33,2.214765100671141,0.5171422970696788
34,2.2818791946308723,1.237556048656512
35,2.348993288590604,0.8202722202880971
36,2.4161073825503356,0.5192575518348779
37,2.4832214765100673,0.3563220699421182
38,2.5503355704697985,0.5319214080789639
39,2.61744966442953,0.25727203537597004
40,2.684563758389262,0.569978583293446
41,2.751677852348993,0.146375971814738
42,2.8187919463087248,1.1627748384318823
43,2.8859060402684564,0.41923495235290364
44,2.953020134228188,0.2606867366419407
45,3.0201342281879193,0.17755283431598343
46,3.087248322147651,0.24199573237029948
47,3.1543624161073827,0.2518749310804163
48,3.221476510067114,0.2534918479265432
49,3.2885906040268456,-0.11120419470792539
50,3.3557046979865772,-0.18835671677826224
51,3.422818791946309,-0.2116722552724951
52,3.48993288590604,-0.2631496051717108
53,3.557046979865772,-0.15369004956860788
54,3.6241610738255035,-0.48068266308649915
55,3.691275167785235,-0.9028706640357957
56,3.7583892617449663,-0.9620752059627178
57,3.825503355704698,-0.7532247606006409
58,3.8926174496644297,-0.8144045120693146
59,3.959731543624161,-0.5518988809621671
60,4.026845637583893,-0.953277731398606
61,4.093959731543624,-1.3789775824190418
62,4.1610738255033555,-0.7819328871301154
63,4.228187919463087,-0.6742292297597758
64,4.295302013422819,-1.1695523753627444
65,4.3624161073825505,-0.8527402456500047
66,4.429530201342282,-0.6468614567118863
67,4.496644295302014,-1.521256154140733
68,4.563758389261745,-1.061803725059896
69,4.630872483221476,-0.8346467401202802
70,4.697986577181208,-0.8018456747731559
71,4.76510067114094,-1.4036069584286563
72,4.832214765100671,-0.5180692619121176
73,4.899328859060403,-0.862019485355997
74,4.966442953020135,-0.5646669487570999
75,5.033557046979865,-0.8630386752782018
76,5.100671140939597,-1.2843079395847603
77,5.167785234899329,-0.7119688497898002
78,5.23489932885906,-1.1418387276483555
79,5.302013422818792,-0.9650220671468215
80,5.369127516778524,-0.8861256992767408
81,5.436241610738255,-0.2572756801609544
82,5.503355704697986,-0.5908436023552894
83,5.570469798657718,-0.5287843943762197
84,5.6375838926174495,-0.3859064641507371
85,5.704697986577181,-0.6226018973164682
86,5.771812080536913,-0.8687799558847058
87,5.8389261744966445,-0.1274100001650567
88,5.906040268456376,-0.42609060901060414
89,5.973154362416107,-0.13078403643126896
90,6.040268456375839,-0.23652965296780049
91,6.10738255033557,-0.21417247622765334
92,6.174496644295302,-0.6426092171160104
93,6.241610738255034,0.5907478771382865
94,6.308724832214765,-0.08334277302706705
95,6.375838926174497,-0.04168815791411461
96,6.442953020134228,0.2686368496073943
